array_index,y_true,y_pred,residual_pred_minus_true,absolute_error,squared_error,relative_error_percent,source,source_row,donor_smiles,acceptor_smiles,experimental_PCE,pair_key,donor_fp_hash,acceptor_fp_hash,pair_fp_hash,legacy_sequence_hash,role_aware_sequence_hash,pair_fp_group_id,legacy_sequence_group_id,role_aware_sequence_group_id,safe_any_encoding_group_id,prediction_sd_across_model_seeds,branch
560,7.099999904632568,10.393326891530858,3.2933269868982897,3.2933269868982897,10.846002642632568,46.384887762455854,in-house,648,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,CCCCCCC(C=C1)=CC=C1C2(C3=C(C4=C2C(C=C([Se]C5=C6C(C7=CC=C(C=C7)CCCCCC)(C8=C5SC(/C=C9/C(C%10=CC=CC=C%10C9=O)=C(C#N)/C#N)=C8)C%11=CC=C(C=C%11)CCCCCC)C6=C%12)=C%12[Se]4)SC(/C=C%13C(C%14=CC=CC=C%14C/%13=C(C#N)/C#N)=O)=C3)C(C=C%15)=CC=C%15CCCCCC,7.1,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O||CCCCCCC(C=C1)=CC=C1C2(C3=C(C4=C2C(C=C([Se]C5=C6C(C7=CC=C(C=C7)CCCCCC)(C8=C5SC(/C=C9/C(C%10=CC=CC=C%10C9=O)=C(C#N)/C#N)=C8)C%11=CC=C(C=C%11)CCCCCC)C6=C%12)=C%12[Se]4)SC(/C=C%13C(C%14=CC=CC=C%14C/%13=C(C#N)/C#N)=O)=C3)C(C=C%15)=CC=C%15CCCCCC,65482d735aa1f382b817dd8d95b1689b39b0b3c26138949c2680844f1b1f5ea0,5c7678f0fae57a787f08041d91107d4161f488720dc68daa6b2fd746f109ec45,d816f0e425ffa66f39b0e9cc2a5d8131e187446a005e0790bb5e186e05c0ac00,0c81fe9269beb6b30a4b57299d257dcb3ad650df22748f434f0183ecc69b436b,bd0ce7cceb61a19689f454434f94721d4a36de9b3da4a9bf5d6ae27129d01810,1025,60,874,532,0.5672608548535434,joint_inhouse_gao
563,7.079999923706055,6.581444107659973,-0.4985558160460819,0.4985558160460819,0.2485579017133746,7.041748890091948,in-house,651,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C1=CC(F)=C(C=C1C/2=C(C#N)\C#N)F)C2=C\C3=CC4=C(S3)C(OCC)=C5C(N(C(CC)CCCC)C6=C7C8=NSN=C8C9=C6N(C(CC)CCCC)C%10=C9SC%11=C%10C(OCC)=C%12SC(/C=C%13C(C%14=CC(F)=C(C=C%14C/%13=C(C#N)/C#N)F)=O)=CC%12=C%11OCC)=C7SC5=C4OCC,7.08,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||O=C(C1=CC(F)=C(C=C1C/2=C(C#N)\C#N)F)C2=C\C3=CC4=C(S3)C(OCC)=C5C(N(C(CC)CCCC)C6=C7C8=NSN=C8C9=C6N(C(CC)CCCC)C%10=C9SC%11=C%10C(OCC)=C%12SC(/C=C%13C(C%14=CC(F)=C(C=C%14C/%13=C(C#N)/C#N)F)=O)=CC%12=C%11OCC)=C7SC5=C4OCC,6f31f3770fd225e382586e20513744e11a328b7cc74c758d48628417c600a02b,fea690cc452b868f157dbf4a6a0ff0aaa0ece73a6fa4be2fd3443baa06afaf14,3c11629f9ad6469813884e8cfb4414682b47562362ae0755f49382faf6c420dc,d312bf0459bb02ed76414b527f7e332a691a65fd06f016f6db41087c8a998846,47ba7c396cb773e7a974c9c42d0afcbddf63ffc437b72dfcd1c9212a785e1e6f,266,974,320,535,0.6713064365075737,joint_inhouse_gao
564,7.059999942779541,10.489080617923548,3.4290806751440077,3.4290806751440077,11.75859427664608,48.57054820023085,in-house,652,FC1=C(C2=CC=C(C)S2)C3=NN(CCOC)N=C3C(C4=CC=C(C5=CC6=C(C7=C(C(CCC(CCCCCC)CCCC)=C6S5)C=C(C)S7)CCC(CCCC)CCCCCC)S4)=C1F,O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4C5C(C)=C(C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CSC9=C8SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=C)=C9)C=C(C)C5C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%144)=C%14S3,7.06,FC1=C(C2=CC=C(C)S2)C3=NN(CCOC)N=C3C(C4=CC=C(C5=CC6=C(C7=C(C(CCC(CCCCCC)CCCC)=C6S5)C=C(C)S7)CCC(CCCC)CCCCCC)S4)=C1F||O=C(C1=CC=CC=C1C/2=C(C#N)/C#N)C2=C/C3=CC(SC4C5C(C)=C(C(C6=CC=C(C=C6)CCCCCC)(C7=CC=C(C=C7)CCCCCC)C8=CSC9=C8SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)/C#N)=C)=C9)C=C(C)C5C(C%12=CC=C(C=C%12)CCCCCC)(C%13=CC=C(C=C%13)CCCCCC)C%144)=C%14S3,9443e249ba69f955f3e85e7e28bc529c2fbcd958a79cc1662e571c4d9dc71d62,83d12c8a518aebb2c9e097cdd9cd4e855fadbb8bad16c860293e67b74eecaf00,f1c107c4e24342cd880b613b72a9a043ff6fed431c95c17ec1875c9ba83abed7,84c07154ce9cb35113e47cee21574911daeac1621ba8acb8f9ad5ad9d37744cf,2a2b3a7f0bd568c3cd594623ed6169ba9524879dfffc096d612b94b13c380e91,1139,626,180,536,0.545616205959945,joint_inhouse_gao
567,7.039999961853027,7.640723898859307,0.60072393700628,0.60072393700628,0.3608692484923251,8.53301051507621,in-house,655,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(/C(S/1)=C/C(C2=NSN=C32)=CC=C3C4=CC(SC5=C6C(C(C=C7)=CC=C7CCCCCC)(C(C=C8)=CC=C8CCCCCC)C(C5=C9)=CC%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(C=C%12)CCCCCC)C%13=C%10SC%14=C%13SC(C(C%15=NSN=C%16%15)=CC=C%16/C=C(C%17=O)\S/C(N%17CC)=C(C#N)/C#N)=C%14)=C6S4)N(CC)C1=C(C#N)\C#N,7.04,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||O=C(/C(S/1)=C/C(C2=NSN=C32)=CC=C3C4=CC(SC5=C6C(C(C=C7)=CC=C7CCCCCC)(C(C=C8)=CC=C8CCCCCC)C(C5=C9)=CC%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(C=C%12)CCCCCC)C%13=C%10SC%14=C%13SC(C(C%15=NSN=C%16%15)=CC=C%16/C=C(C%17=O)\S/C(N%17CC)=C(C#N)/C#N)=C%14)=C6S4)N(CC)C1=C(C#N)\C#N,6f31f3770fd225e382586e20513744e11a328b7cc74c758d48628417c600a02b,b12d61d217b346c84d8c4cbf98104f80c2f3e037d46042ffb1acaf2a210cb47d,54eb10780d551a107114d8ebad352226cd9da3cb619b7ca9b2c0772c80880370,fc5bc3b259d14512e13d89e42d3d340296ce865752fbdb39bf7b13591a94f3aa,2949c93826a8e764efa482173a21b011efda9ce5e1b94b3d18d510aeab6c8fcf,387,1172,175,539,0.5199070516391726,joint_inhouse_gao
568,7.019999980926514,10.882505832332196,3.8625058514056825,3.8625058514056825,14.918951452143135,55.021451024219246,in-house,657,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O,CCC(CCCC)CN1C2=C(C=C(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6SC7=C5SC(/C=C8C(C(C=C([H])C([H])=C9)=C9C\8=C(C#N)\C#N)=O)=C7)C6=C2)C%10=C1C=C(C%11=C%12C%13=C(C=C(S%13)/C=C%14C(C%15=CC([H])=C(C=C%15C\%14=C(C#N)/C#N)[H])=O)S%11)C(C%12(C%16=CC=C(CCCCCC)C=C%16)C%17CC=C(C=C%17)CCCCCC)=C%10,7.02,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C5=CC(C(C6=CC(F)=C(CC(CC)CCCC)S6)=C(SC=C7)C7=C8C9=CC(F)=C(CC(CC)CCCC)S9)=C8S5)S4)SC(C%10=CC=CS%10)=C31)=O||CCC(CCCC)CN1C2=C(C=C(C(C3=CC=C(CCCCCC)C=C3)(C4=CC=C(CCCCCC)C=C4)C5=C6SC7=C5SC(/C=C8C(C(C=C([H])C([H])=C9)=C9C\8=C(C#N)\C#N)=O)=C7)C6=C2)C%10=C1C=C(C%11=C%12C%13=C(C=C(S%13)/C=C%14C(C%15=CC([H])=C(C=C%15C\%14=C(C#N)/C#N)[H])=O)S%11)C(C%12(C%16=CC=C(CCCCCC)C=C%16)C%17CC=C(C=C%17)CCCCCC)=C%10,65482d735aa1f382b817dd8d95b1689b39b0b3c26138949c2680844f1b1f5ea0,19c62e91031c92373ebf8c12d4bfef7d111bd0c3018983991e7c6bf8dc1f2f1e,654b0755237e540211f6b7154c922fe23e8d6bc9c6ab5980e2c196a660ab6f12,1dcbd8e84611d11cc7c3fde9e9178cd690a4dc65c7741f15634985bb09bcbc13,c81444e5118f44c419711086fd838e1a97dd8e7d2f9e3b9db8ba702068472ac8,456,146,919,540,0.4992698580577978,joint_inhouse_gao
569,7.010000228881836,9.069663260242727,2.0596630313608912,2.0596630313608912,4.242211802754736,29.38178265494048,in-house,658,FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12,FC1=CC(C(C2=C/C3=C4C(C(F)=C(C(OC(CC)CCCCC)=O)S4)=C(C5=CC6=C(C7=C(C6(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)C=C(C%10=C%11C=C(C%12=C%13C(SC(C(OC(CC)CCCCC)=O)=C%13F)=C(/C=C%14C(C%15=C(C\%14=C(C#N)\C#N)C=C([H])C(F)=C%15)=O)S%12)S%10)C(C%11(C%16=CC=C(CCCCCC)C=C%16)C%17C=CC(CCCCCC)=CC%17)=C7)S5)S3)=O)=C(C/2=C(C#N)/C#N)C=C1[H],7.01,FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12||FC1=CC(C(C2=C/C3=C4C(C(F)=C(C(OC(CC)CCCCC)=O)S4)=C(C5=CC6=C(C7=C(C6(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)C=C(C%10=C%11C=C(C%12=C%13C(SC(C(OC(CC)CCCCC)=O)=C%13F)=C(/C=C%14C(C%15=C(C\%14=C(C#N)\C#N)C=C([H])C(F)=C%15)=O)S%12)S%10)C(C%11(C%16=CC=C(CCCCCC)C=C%16)C%17C=CC(CCCCCC)=CC%17)=C7)S5)S3)=O)=C(C/2=C(C#N)/C#N)C=C1[H],2249a87c8fc0450476e55f070a85b71ffa6beb368356c28f1302bad8bac422cb,7d3f85cd4b5f553dc272c78b8df50bdf363f8fc86549b3b2f4542b2660446199,532d21b4f2123c7d49788f110f9903f7e45492239109a69787e99ad237fac1b6,2a707dc7b66e38862a1f82e00ec8897dca94b7082862b992f616ab015351f438,5e6ffa9cb44b9f2f59150e97561ff96a1998c9bd6119d43ffdabbe7993b0bd4b,377,203,427,541,0.5215613528480477,joint_inhouse_gao
575,6.900000095367432,6.1512015361597046,-0.7487985592077271,0.7487985592077271,0.560699282271568,10.852152882004455,in-house,667,FC(C(F)=C(C1=NSN=C21)C3=CC(CCCCCCCCCCCCCCCCCCCC)=C(S3)C)=C2C4=CC(C#CC#CC#CC#CC#CC#CC#CC#CC#CC#C)=C(S4)C(S5)=CC=C5C6=CC=C7C=C(C)SC7=C6.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,6.9,FC(C(F)=C(C1=NSN=C21)C3=CC(CCCCCCCCCCCCCCCCCCCC)=C(S3)C)=C2C4=CC(C#CC#CC#CC#CC#CC#CC#CC#CC#CC#C)=C(S4)C(S5)=CC=C5C6=CC=C7C=C(C)SC7=C6.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH]||c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,ad56ba1ef81d40d2e6a98d31ba98fb61313a3ee239ba8bf44d485362c31fe8f3,202f8607af2cecb83e86b2e4305f8c7e2852bc709bb805b9055691d46a9081c5,12330a812f7e854524b24c3c7f5f29fd1ad54de1f21c9798c1ee411fbac73716,63e90d4f2acdf4c79b1232875f504674865a3edd07e52090bafc1ca1bc3fabb9,da882428b0f58c4f823ef4e3f0873cdeea9f638cfb9d04b33ae21e17a32a3931,79,476,1008,547,0.591390101553951,joint_inhouse_gao
577,6.809999942779541,9.990230626398974,3.180230683619433,3.180230683619433,10.113867201034523,46.69942305934004,in-house,669,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,O=C(C(C=C(C([F])=C1)[F])=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(C7=CC=C(CC(CCCCCC)CCCC)C=C7)C8=CC=C(CC(CCCCCC)CCCC)C=C8)C9=C(C=C%10C%11=C(C=C(S%11)/C=C%12C(C(C=C(C([F])=C%13)[F])=C%13C\%12=C(C#N)/C#N)=O)C(C%14=CC=C(CC(CCCCCC)CCCC)C=C%14)(C%15=CC=C(CC(CCCCCC)CCCC)C=C%15)C%10=C9)S6,6.81,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||O=C(C(C=C(C([F])=C1)[F])=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(C7=CC=C(CC(CCCCCC)CCCC)C=C7)C8=CC=C(CC(CCCCCC)CCCC)C=C8)C9=C(C=C%10C%11=C(C=C(S%11)/C=C%12C(C(C=C(C([F])=C%13)[F])=C%13C\%12=C(C#N)/C#N)=O)C(C%14=CC=C(CC(CCCCCC)CCCC)C=C%14)(C%15=CC=C(CC(CCCCCC)CCCC)C=C%15)C%10=C9)S6,6f31f3770fd225e382586e20513744e11a328b7cc74c758d48628417c600a02b,485937b5e464794d744c5fc432174fe395651654ec2a7ee506e8f05f4f877d5b,ffaf7efbd044c1958a6607ba0d473ef057f5ef28f6f1aa1fd25ef87ac2f95432,2d447fd2020d3a9352f958acf2649a790ee949e83b3d4afa0d4d0b9656c7bd3f,93bc6d7f7cc9f71dd78ae36613a0f62127e7095c663fbff8997af62e996abbed,1186,218,673,549,0.4713841226482251,joint_inhouse_gao
582,6.690000057220459,6.420307079164108,-0.2696929780563506,0.2696929780563506,0.0727343024129032,4.031285138260549,in-house,674,O=C(OC1=CC=C(CCCCCC)C=C1)C2=C(C)SC(C(S3)=CC(C(OC4=CC=C(CCCCCC)C=C4)=O)=C3C(S5)=CC=C5C(C6=NSN=C6C(C(S7)=CC=C7C)=C8F)=C8F)=C2,c1(cc2c(cc1F)C(=C(C#N)C#N)/C(=C\c1sc3c(c1)sc1c3C(c3c1cc1c(c3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(s3)cc(s1)/C=C/1\C(=C(C#N)C#N)c3c(C1=O)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=O)F,6.69,O=C(OC1=CC=C(CCCCCC)C=C1)C2=C(C)SC(C(S3)=CC(C(OC4=CC=C(CCCCCC)C=C4)=O)=C3C(S5)=CC=C5C(C6=NSN=C6C(C(S7)=CC=C7C)=C8F)=C8F)=C2||c1(cc2c(cc1F)C(=C(C#N)C#N)/C(=C\c1sc3c(c1)sc1c3C(c3c1cc1c(c3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(s3)cc(s1)/C=C/1\C(=C(C#N)C#N)c3c(C1=O)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=O)F,f7f976cc43cd7ea9f7ff8dbe82963eb440d875e9dae2c27ee97be953adc5fa42,69e17d1724b4236f68d0c6efb6ad16969f13f8980d301d0056747038b20f0c8d,a8f1bb678d2116df72b66ee0e9954106fb253bf0476215433bb1ccccfc74c932,ea448b38939a22f09dd3f4e6e7992b2349dc861f92d15d5c4924bdc3165e5127,82f468680658d5c9cdd60c843304fbea624363df9f2d9e7947241e014184440d,779,1079,597,554,0.6441711961943126,joint_inhouse_gao
588,6.590000152587891,9.752723325597175,3.162723173009286,3.162723173009286,10.00281786908993,47.99276327432688,in-house,681,c1ccc(s1)c1c2c(c(c3c1nn(n3)C[C@@H](CCCCCCCC)CCCCCC)c1sc(cc1)c1sc3c(c1)c(c1c(c3c3cc(c(s3)C[C@@H](CCCC)CC)F)ccs1)c1cc(c(s1)C[C@H](CC)CCCC)F)cc(s2)F,c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,6.59,c1ccc(s1)c1c2c(c(c3c1nn(n3)C[C@@H](CCCCCCCC)CCCCCC)c1sc(cc1)c1sc3c(c1)c(c1c(c3c3cc(c(s3)C[C@@H](CCCC)CC)F)ccs1)c1cc(c(s1)C[C@H](CC)CCCC)F)cc(s2)F||c12cc3c(cc1C(c1c2sc2c1sc(c2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)c1c(C3(c2ccc(cc2)CCCCCC)c2ccc(cc2)CCCCCC)c2c(s1)cc(s2)/C=C\1/C(=C(C#N)C#N)c2c(C1=O)cccc2,8ce0d3860269092a691b24d55088925a60816f32c3b06528fde0d4856b68b81b,202f8607af2cecb83e86b2e4305f8c7e2852bc709bb805b9055691d46a9081c5,c5cf81cd555cd34f8c446649c94f803a59527147d4cd68deb98383d7e5105d61,af53c89afc30a0e264e5a305af16adb02ade2968ab62c8522c9b5d3e083fa75d,e0bf94523e87b8ce2b772bab853daff365ba46e8464a2aa8ac4852e6862d00da,951,798,1042,560,0.6118728130857742,joint_inhouse_gao
592,6.460000038146973,9.29533334769825,2.8353333095512774,2.8353333095512774,8.039114976251,43.89060824780711,in-house,690,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10,[H]C1=CC2=C(C(/C(C2=O)=C/C3=C(C(OC)=C(C4=CC(SC5=C6C(C7=CC=C(C=C7)CCCCCC)(C8=C5C=C(C9=C8)C(C(C=C%10)=CC=C%10CCCCCC)(C%11=CC=C(CCCCCC)C=C%11)C%12=C9SC%13=C%12SC(C%14=C(OC)C(OC)=C(/C=C%15/C(C(C=C([H])C([H])=C%16)=C%16C%15=O)=C(C#N)/C#N)S%14)=C%13)C%17=CC=C(CCCCCC)C=C%17)=C6S4)S3)OC)=C(C#N)\C#N)C=C1[H],6.46,O=C(C1=C(CCC(CCCC)CC)SC(CCC(CC)CCCC)=C1C2=O)C(C2=C(C3)C(C4)=CC=C4C5=CC6=C(C(C7=CC=C(CCC(CCCC)CC)S7)=C8C=CSC8=C6C9=CC=C(CCC(CCCC)CC)S9)S5)=C3C%10=CC=CS%10||[H]C1=CC2=C(C(/C(C2=O)=C/C3=C(C(OC)=C(C4=CC(SC5=C6C(C7=CC=C(C=C7)CCCCCC)(C8=C5C=C(C9=C8)C(C(C=C%10)=CC=C%10CCCCCC)(C%11=CC=C(CCCCCC)C=C%11)C%12=C9SC%13=C%12SC(C%14=C(OC)C(OC)=C(/C=C%15/C(C(C=C([H])C([H])=C%16)=C%16C%15=O)=C(C#N)/C#N)S%14)=C%13)C%17=CC=C(CCCCCC)C=C%17)=C6S4)S3)OC)=C(C#N)\C#N)C=C1[H],6f31f3770fd225e382586e20513744e11a328b7cc74c758d48628417c600a02b,a28c85a21585775d8bfdc83471270e7a0f1e3790032b6829d8ac57531de16ae4,96dc4d857f855920e4aac56033f08d705999c2c15bf27923149c212f47a658a8,4e31fe79226c0c97623956c49f7ca3ba190b5f300ce4b22eb66c365da409addf,18646c07ce676782b219a9f06286f28dd5aff2026d50b1373a28c51fb478be05,690,371,110,564,0.43246551446597,joint_inhouse_gao
612,6.0,6.15858250325269,0.1585825032526902,0.1585825032526902,0.0251484103378894,2.64304172087817,in-house,716,FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12,O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C3=CC(OCC(CC)CCCC)=C(C4=CC5=C(C6=CC7=C(C8=C(C7(C9=CC=C(C=C9)CCCCCC)C%10=CC=C(C=C%10)CCCCCC)C=C(C%11=C(OCC(CC)CCCC)C=C(/C=C%12C(C%13=CC=CC=C%13C\%12=C(C#N)\C#N)=O)S%11)S8)C=C6C5(C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(C=C%15)CCCCCC)S4)S3,6.0,FC1=C(C(OCC(CCCC)CC)=O)SC2=CSC(C3=CC4=C(C5=C(C(C6=CC=C(CC(CC)CCCC)S6)=C4S3)C=CS5)C7=CC=C(CC(CC)CCCC)S7)=C12||O=C(C1=CC=CC=C1C/2=C(C#N)\C#N)C2=C/C3=CC(OCC(CC)CCCC)=C(C4=CC5=C(C6=CC7=C(C8=C(C7(C9=CC=C(C=C9)CCCCCC)C%10=CC=C(C=C%10)CCCCCC)C=C(C%11=C(OCC(CC)CCCC)C=C(/C=C%12C(C%13=CC=CC=C%13C\%12=C(C#N)\C#N)=O)S%11)S8)C=C6C5(C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(C=C%15)CCCCCC)S4)S3,2249a87c8fc0450476e55f070a85b71ffa6beb368356c28f1302bad8bac422cb,87476fb90d0db17e58b2a62e38ecc6765e2842c257a662603688167ffd1038b6,25a093e759cef0f6da4142ee23ee7c6c7679bb114baec61c113b71109e23954f,224fdf9582811e4c66604a5a21305c80c3dd0129eb7bcc219ff492cbcfbf76f1,17165216c0e0a0502487bfc02d3e9d7fce6ef55c484b3f10df5a3fbac449859d,167,165,104,525,0.4887074321385768,joint_inhouse_gao
619,5.679999828338623,10.926645599969545,5.24664577163092,5.24664577163092,27.527291852972613,92.37052694006054,in-house,724,CC1=C2C(C(C3=C(SC(CC)=C3C2=O)CC)=O)=C(S1)C(SC4=C(C5=C6SC(C)=C5)C7=CC=C(S7)CC)=CC4=C6C8=CC=C(CC)S8,c1(cc2c(cc1F)C(=O)/C(=C\c1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)F,5.68,CC1=C2C(C(C3=C(SC(CC)=C3C2=O)CC)=O)=C(S1)C(SC4=C(C5=C6SC(C)=C5)C7=CC=C(S7)CC)=CC4=C6C8=CC=C(CC)S8||c1(cc2c(cc1F)C(=O)/C(=C\c1cc3c(s1)c1c(s3)c3c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc1c(c3)C(c3c1sc1c3sc(c1)/C=C/1\C(=O)c3c(C1=C(C#N)C#N)cc(c(c3)F)F)(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)/C2=C(C#N)C#N)F,e677484505f85cfe03b1269e1614066c1a1bd3e6fd7267479f4c7aacc6c8ca2f,69e17d1724b4236f68d0c6efb6ad16969f13f8980d301d0056747038b20f0c8d,19a23ed6154a4ad68b4e737d70a2fcfa60d028a4884b0b641d0a4905578a21fc,f36e82bd80341defc9e75b68ad4a33130185fdd33eda19716763aa5aa999aaca,d85aa213754421ac49708e889a281b7dbff4084a58a5d843880566bbc8ebb192,122,1133,995,590,0.4888250643471492,joint_inhouse_gao
